code;label;department;ca_ht;ca_ttc;quantity;avg_weekly_quantity;nb_lines;cumulative_pct;is_priority_80
100673352;GOBELET FB VERRE 245ML 131607-000;GOBELET EN PLASTIQUE;26000.0;30680.0;104.0;2.833;5;96.14;False
100574396;GEL DCHE HUILE DE COCO 560ML COTTAG;Gels dche grd format;25991.0;30670.0;8.0;0.218;8;96.15;False
100105334;SALAMI PALACIEGO 80G CT*10 CAMPOFRI;JAMBONS CUITS        1744;25938.0;30600.0;18.0;0.49;11;96.15;False
100514150;GANT MENAG LATEX ULTR RESIST M MAPA;gants menage;25938.0;30600.0;18.0;0.49;10;96.15;False
100241041;JUS RAIS RGE VP 25CL JOKER;JUS  AUTRES;25938.0;30600.0;24.0;0.654;12;96.15;False
100595456;VDF VIEUX PAPES;VDF/VDCE;25936.0;30600.0;10.0;0.272;5;96.15;False
100613702;CEREAL CHOC LT 450G FITNESS NESTLE;CEREA.PRET.A CONS (choco);25933.0;30600.0;7.0;0.191;7;96.15;False
100447138;TAB LV 4EN1 CITR X30 480G CO;prdts lave vaisselle;25933.0;30600.0;7.0;0.191;6;96.15;False
100005678;BIERE BLNDE 6X25CL TRIPLE LEFFE;BIERE BLONDE IMPORT BLLE;25931.0;30600.0;4.0;0.109;4;96.15;False
100249313;PATE DE BOEUF ROND 1KG JF;CORNED-BEEF/PATE BF/VOLAI;25929.0;30600.0;9.0;0.245;9;96.16;False
100430067;BOUILLON CUBE VOLAILLE S/H PALM JB;BOUIL.AIDE CULINAIR  0631;25929.0;30600.0;9.0;0.245;7;96.16;False
100654789;VDF MERLOT LA GRDE VENDANGE;AUTRE APPELLATION BDX;25929.0;30600.0;9.0;0.245;3;96.16;False
100642233;BLOC WC PIN 2X57G RIM;BLOCS WC;25925.0;30600.0;17.0;0.463;14;96.16;False
100647851;MUG D8H10 3AST MEL.177600970 KOOPMA;BOL TASSE MELAMINE;25925.0;30600.0;17.0;0.463;6;96.16;False
100628789;BOISS GOYAVE MINI 200ML PRESSEA;BOISSON FRUITE;25921.0;30590.0;161.0;4.385;26;96.16;False
100594363;EPONG ABRASIV.OR/ARGT.X2 POL HOP;eponges ordinaires;25910.0;30575.0;36.0;0.981;28;96.16;False
100201089;DISSOLVANT CAMEE ASSTX3 250ML COPAC;dissolvants/disques impre;25896.0;30550.0;26.0;0.708;25;96.17;False
100054076;SACHET GLACONS X 10/280 MAXI GAPPY;SAC CONGELATION      2754;25872.0;30525.0;21.0;0.572;21;96.17;False
100665657;GOBx12 CARTON BC 36CL 73424H MOREL;GOBELET JETABLE BLANC;25872.0;30525.0;33.0;0.899;19;96.17;False
100026841;LAIT CAILLE SUCRE 250G SAPROL;AUTRES PRODUITS CREMERIE;25864.0;30500.0;61.0;1.661;50;96.17;False
100514224;BLIST*4 SURLIGN.FLAT HIGH.TANK ASST;STYLO SURLIGNEURS;25857.0;30510.0;9.0;0.245;7;96.17;False
024090554;CHIPS BANANE SALES/SUC BARQ 250G;CHIPS AUTRES LOCAL;25850.0;25850.0;11.0;0.3;7;96.17;False
100134312;ARMAGNAC VSOP ST VIVANT ETUI40�70CL;SINGLE MALT ECOSSAIS;25847.0;30500.0;1.0;0.027;1;96.17;False
100376932;GEL DCHE MIEL 750 ML DAY BY DAY;Gels dche grd format;25845.0;30500.0;26.0;0.708;23;96.18;False
100331151;GEL LAV FRAISE 350 ML SAVONNET;Gels et cr�mes lavantes;25811.0;30475.0;53.0;1.444;39;96.18;False
100517324;THE MENTHE STICKS 7G BTE X30 OLINDA;THE AROMATISE SACHET;25810.0;30450.0;29.0;0.79;20;96.18;False
100240126;DEO OE ISLA VANIL 200ML;deodorants femmes;25806.0;30450.0;12.0;0.327;12;96.18;False
100372510;COMPOT POM FRAISE GOURDX4 90G ANDRO;COMPOTES;25802.0;30450.0;14.0;0.381;14;96.18;False
100451505;BAUME DE SOIN POT 250ML BARANNE;autres prdts chaussures;25802.0;30450.0;7.0;0.191;4;96.18;False
100319854;SAVON TOIL GOMM DCEUR AB 120G AQUAL;savons corps solides;25796.0;30400.0;130.0;3.541;58;96.18;False
100661821;BISC CRACKER SAV CREVET 75G NONGSHI;BISC AP SALE;25764.0;30400.0;19.0;0.518;4;96.19;False
100570107;BUREAU ABRICK MAXI 7851 ECOIFFIER;JOUET EVEIL/DECOUV/BAIN;25763.0;30400.0;1.0;0.027;1;96.19;False
100452319;CREME LAV SAV MARS PPE 300ML CO;Gels et cr�mes lavantes;25760.0;30400.0;16.0;0.436;14;96.19;False
100664168;BISC MINI SANDWICH CHOCOLAT 100G;GAUFRETTES VANILLE/CHOCO;25750.0;30400.0;39.0;1.062;30;96.19;False
100376931;GEL DCHE ROSE 750 ML DAY BY DAY;Gels dche grd format;25746.0;30380.0;26.0;0.708;15;96.19;False
043001623;ST MORET LIGHT 150G;LIGNE ET PLAISIR ST MORET;25696.0;30320.0;8.0;0.218;2;96.19;False
100603983;GEL LUB PERFECT GLISS 50ML DUREX;preservatifs/lubrifiants;25680.0;30300.0;6.0;0.163;6;96.19;False
100602793;VDF BLACK ANGEL 75CL;VINS DE TABLE RGE IM 3388;25679.0;30300.0;7.0;0.191;4;96.19;False
100465093;PAP TOIL 2PLIS RSE X8 16RLX PXM;papier toilette ouate;25677.0;30300.0;8.0;0.218;7;96.2;False
036070104;MARTINI EXTRA DRY VERMOUTH 1L;BITTER;25677.0;30300.0;3.0;0.082;3;96.2;False
013028062;NOUILLE BOEUF 60G PARISTORE;NOUILLES;25674.0;30300.0;60.0;1.634;29;96.2;False
100318907;GALETTE RIZ QUINOA 115G CO BIO;ASIATIQUE;25672.0;30300.0;22.0;0.599;20;96.2;False
100644639;PATE CHT BF 90G VINCENT DIET;ALIMENTS HUMIDES CHATS;25666.0;30300.0;61.0;1.661;30;96.2;False
100487658;GEL DCHE FLEUR D'ORANGER 250ML OE;Gels dche format classiqu;25641.0;30260.0;13.0;0.354;12;96.2;False
100534041;LAIT TOIL ALOE VERA 250ML/88395;Laits corps;25641.0;30250.0;11.0;0.3;9;96.2;False
100568836;CASQUE LED 5/12ANS 21244 MOLTO;CYCLES ET ACCESS     1157;25636.0;30250.0;1.0;0.027;1;96.21;False
100666584;SAC � DOS � ROUES GUARD ZOO 58227 R;SAC A DOS TROLLEY;25635.0;30250.0;4.0;0.109;4;96.21;False
100563895;BISC MOEL CHOC/NOIS 160G BELVITA;GATEAUX FOURRE-MARB-ROULE;25633.0;30250.0;8.0;0.218;6;96.21;False
100196065;BLUE BAND TARTINES 250G;MARGARINE;25630.0;30250.0;55.0;1.498;44;96.21;False
100163547;DESO POTPOURRI 300ML  AMOKE;DESO AEROSOLS;25623.0;30225.0;39.0;1.062;27;96.21;False
100688743;PASSOIRE INX D29CM A12500015 KOOPMA;PASSOIRE METAL CHINOIS;25595.0;30200.0;11.0;0.3;9;96.21;False
100545581;COLO SS AMO CHAT CLAIR ACAJ N�5 OLI;produits de coloration;25585.0;30190.0;3.0;0.082;3;96.21;False
100046639;BISC GAUF MILK CEREAL 25G LOACKER;GAUFRETTES ENROBEES;25563.0;30150.0;63.0;1.716;20;96.22;False
100648855;POUB PLAST FOURRE-TOUT GM 25L 4525;POUBELLES EXTERIEUR;25551.0;30150.0;9.0;0.245;10;96.22;False
100248531;MOUSSE A RASER 300ML PXM;mousses rasage;25547.0;30150.0;17.0;0.463;12;96.22;False
014014350;OLIV VTE FARC ANCHOIS 120G F;OLIVES VERTES;25542.0;30150.0;18.0;0.49;12;96.22;False
100646809;CEREAL BLE SOUFL AU MIEL 350G BLDR;CEREAL.PRET.A CONS AUTRE;25525.0;30125.0;14.0;0.381;14;96.22;False
100246722;BISC AP BOULES GOUT FROMAGE 50G CO;BISC APERI FEUILL/SABL;25512.0;30100.0;46.0;1.253;25;96.22;False
100271971;LIQ VAISS POM POIRE 675ML MIR;liquides vaisselle;25508.0;30100.0;14.0;0.381;11;96.22;False
100530648;THON NATUREL MORCX 800G 5 OCEANS;THON ENTIER AU NATUREL;25508.0;30100.0;7.0;0.191;6;96.23;False
100348083;BISC SPECULOS 2X250G CO;BISCUITS SECS;25507.0;30100.0;15.0;0.409;13;96.23;False
100680519;ASSIETTE PLAST CRSE BC 20CM X50 SAN;ASS CREUSE VERRE;25506.0;30100.0;13.0;0.354;12;96.23;False
100073206;FACTURE AUTOCOPIANT 15*21 ETS AFRI;CARNET PRE IMPRIME;25500.0;25500.0;10.0;0.272;6;96.23;False
100490360;DENT 3-6ANS FRUITS GOLO 50ML SIGNAL;dentifrices pour enfants;25464.0;30050.0;21.0;0.572;17;96.23;False
100474247;MELANGE ENERGIE 200G BAYARA;FRUITS SECHES;25452.0;30030.0;7.0;0.191;7;96.23;False
100026844;YAOURT AUX FRUITS FRAISES SAPROL;YAOURTS STAND AUX FRUITS;25440.0;30000.0;60.0;1.634;16;96.23;False
100651931;BOISS MORINGA/BISSAP BTE 33CL IVORI;BOISSON AUX FRUITS PLATES;25440.0;30000.0;40.0;1.089;16;96.23;False
100087647;PROTEGE DOC 100 VUES A4 PRD014 PARC;CARNET PRE IMPRIME;25428.0;30000.0;12.0;0.327;8;96.24;False
100514049;FROMAGE BLANC NAT.CALIN POT 500G X6;FROMAGES FRAIS NATURE;25428.0;30000.0;12.0;0.327;12;96.24;False
100310846;IGP OC MERLOT JP CHENET 25CL 2023;VIN DE PAYS ROUGE;25428.0;30000.0;12.0;0.327;11;96.24;False
100676062;ASSIETTE MIRAGE VERR D28 M12;ASS PLATE VERRE;25428.0;30000.0;12.0;0.327;3;96.24;False
067067105;RECHGE BATONNETS 30X100 SANITEX;cotons tiges(btes/rechar;25425.0;30000.0;75.0;2.043;54;96.24;False
100244308;PROTEG SL NANA NORMAL PLAT;hyg.feminine protege slip;25425.0;30000.0;15.0;0.409;11;96.24;False
100663976;SAC A DOS LILY PETROL 2 COMP 1 PCH;SAC A DOS            2746;25425.0;30000.0;3.0;0.082;3;96.24;False
100666566;SAC � DOS T433-921 FORTNITE BL RGB;SAC A DOS            2746;25425.0;30000.0;3.0;0.082;3;96.25;False
100186668;COFFRET 8 JEUX STANDARD 401 DUJARDI;JEU DE CONNAISSANCE;25425.0;30000.0;3.0;0.082;2;96.25;False
100570570;POUPEE NANCY FESTIVAL 43CM 16227 FA;POUPEE MANNEQUIN;25425.0;30000.0;3.0;0.082;2;96.25;False
100602818;POUPEE ROSAURO PRINTEMPS 40CM 40205;POUPEE MANNEQUIN;25425.0;30000.0;3.0;0.082;3;96.25;False
100122935;JERRICAN 5L HYDROCARB/RG 19160 EDA;JERRICANS            1757;25424.0;30000.0;4.0;0.109;4;96.25;False
100555903;IGP OC DM LA CLAPIERE ETINCELLE 2;IGP OC;25424.0;30000.0;1.0;0.027;1;96.25;False
100586914;BROC REFRIG QADRO 1.7L+CV 30629 ARC;PICHET BROC;25424.0;30000.0;4.0;0.109;2;96.25;False
065065634;EDC NAT 500ML MT ST MICHEL;eau de cologne;25424.0;30000.0;4.0;0.109;4;96.26;False
100563926;BATTEUR STATION 300W 913528 TAURUS;BATTEUR MIXEUR;25424.0;30000.0;2.0;0.054;2;96.26;False
100431650;DEO ROLL ON MEN THERMIC 50ML MEN EX;DEO ROLL ON HOMME;25422.0;30000.0;6.0;0.163;1;96.26;False
100029978;BLIST.BIC 4C MEDIUM*2+1 811909 BIC;STYLO BILLE RETRACTABLE;25420.0;30000.0;20.0;0.545;19;96.26;False
100205532;BISC GRAN EXT COOKI CHUNK 184G LU;COOKIES;25420.0;30000.0;10.0;0.272;10;96.26;False
100267358;LIQ VAISS PAMP 500ML CO;liquides vaisselle;25420.0;30000.0;20.0;0.545;10;96.26;False
100513824;EPICE PAPRIKA 100G AL RABIH;EPICES SIMPLES       1334;25416.0;30000.0;24.0;0.654;17;96.26;False
100623992;SUPPORT TABLETTE ORDI BE 593530;ACCESSOIRE MICRO     0109;25410.0;29985.0;3.0;0.082;3;96.26;False
100025471;BABA GHANOUJ 185GRS AL RABIH;LIBANAIS;25410.0;30000.0;30.0;0.817;17;96.27;False
100272626;FG OIE BLOC BQ SPEC.APERO 120G LYRE;FOIE GRAS OIE        1458;25406.0;29980.0;2.0;0.054;2;96.27;False
100383838;BROSSETTE INTERDENTAIRE X5 CO;BROSSES A DENTS ENFANTS;25391.0;29950.0;25.0;0.681;19;96.27;False
100177252;BEURRE ROUL DOUX 500G PDT;BEURRE DOUX          0539;25388.0;29960.0;4.0;0.109;3;96.27;False
100477520;LIQ VAISS CITRON 500ML BRILLANCE;liquides vaisselle;25365.0;29925.0;57.0;1.553;48;96.27;False
100639642;CAHIER SEY 17*22 96P 2627250 CLFON;CAHIER 17X22 100P SEY PIQ;25350.0;29900.0;26.0;0.708;15;96.27;False
100659298;GLACONS SACHET DE 5KG;GLACONS;25346.0;29900.0;23.0;0.626;14;96.27;False
100247628;VINAIG XERES 50CL CO;VINAI FINS SPECIAUX/ 3373;25341.0;29900.0;9.0;0.245;8;96.28;False
100325091;PDT RISSOLEES 1KG*10 LT;FRITES SURGELEES;25340.0;29900.0;10.0;0.272;4;96.28;False
100550306;PDT POM DUCHESSE 750G CO;SPECIALITE POMME DE TERRE;25340.0;29900.0;10.0;0.272;8;96.28;False
100557894;TONDEUSE MULTIGROOMER TN9110F4 ROWE;TONDEUSE CHEVEUX & BARBE;25339.0;29900.0;1.0;0.027;1;96.28;False
100586093;SVC 18P FLORAL VERT 154844;SERVICE ASSIETTE;25339.0;29900.0;1.0;0.027;1;96.28;False
100292791;DETACH BILLE ENCRE FEUTRE 100ML RUB;detachant avt lavage spec;25337.0;29900.0;13.0;0.354;13;96.28;False
100226347;BOURSIN NATURE 150G BEL;SPECIALITES          2926;25337.0;29900.0;11.0;0.3;8;96.28;False
100667448;CISEAUX  PRECISE 13CM+FOURREAU MAPE;CISEAUX              0909;25320.0;29880.0;12.0;0.327;10;96.29;False
010001062;FARINE COMPL BT 1KG FRANCINE;FARIN MENAG T55/PATIS T45;25300.0;25300.0;11.0;0.3;7;96.29;False
100616544;LOTION ENFANT STOP MOUSTIC 100ML;Lotions antimoustiques;25300.0;25300.0;23.0;0.626;20;96.29;False
100426388;GEL CORPS&CHVX BB 500ML CORINE DE F;Gels lavants b�b�;25298.0;29850.0;6.0;0.163;4;96.29;False
100084621;LENT NATUREL 5/1 3 173G BOND;LENTILLES;25296.0;29850.0;3.0;0.082;2;96.29;False
012029020;FARINE RIZ GLUANT 400G;ASIATIQUE;25290.0;29850.0;15.0;0.409;6;96.29;False
100646354;EDT HOM 100ML PARIS CLUB;eaux toilette homme;25274.0;29825.0;8.0;0.218;8;96.29;False
100374877;GATEAU MABRE MOELLEUX CT7 ALSA;PREP EN POUDRE GATEAUX;25255.0;29800.0;9.0;0.245;7;96.29;False
100596482;BLDER SMOOTHI 300W/50-60HZ ROY20617;BLENDER;25254.0;29800.0;2.0;0.054;2;96.3;False
100644615;DEFRISEUR CHEVEUX 45W AHS 2026;BROSSE CHAUFANTE BABYLISS;25250.0;29795.0;3.0;0.082;3;96.3;False
100506638;HUIL MASSAGE BEBE 250ML OE;lotions              0044;25249.0;29800.0;13.0;0.354;10;96.3;False
100537050;CVCLE ANTI PROJECT� 29 35530 FDK;AUTRES ACCESSOIRES DE CUI;25214.0;29750.0;7.0;0.191;4;96.3;False
015015277;SAFRAN POUDRE VISTAR;EPICES SIMPLES       1334;25210.0;29750.0;5.0;0.136;3;96.3;False
100605111;GEL DCH SH 3EN1 CAFE FRAP 250ML COT;Gels dche format classiqu;25209.0;29750.0;11.0;0.3;11;96.3;False
100278527;PREP PR PAIN MAISON 1,5KG FRANCINE;PREP PIZZA PAINS CREPE;25200.0;25200.0;8.0;0.218;3;96.3;False
100541246;GAUFRET DUO FRAISE /VANILLE 22G;GAUFRETTES FOUREES AUTRES;25194.0;29640.0;494.0;13.455;101;96.31;False
100599126;CHOC PRAL FEUILLANTIN TAB 110G LIND;MOULAGES DE CHOCOLAT 2122;25191.0;29725.0;7.0;0.191;7;96.31;False
100587648;VIN ESP DESENLACE MONASTRELL;VIN DE PAYS ROUGE;25173.0;29700.0;9.0;0.245;4;96.31;False
100585029;DIFFUSEUR VERRE TONKA DITA 172725A;DIFFUSEURS;25170.0;29700.0;3.0;0.082;2;96.31;False
100623412;AMP LED 24W E27 3000K 230V PHILIPS;AMPOULES LED;25170.0;29700.0;3.0;0.082;2;96.31;False
100674131;TABLETTE MAGIQUE LCD MAXI 907077;JEU ELECTRIQUE       1765;25170.0;29700.0;2.0;0.054;1;96.31;False
100608948;SIROP CRANB MYRTILLE 70CL GUIOT;SIROPS ET SUCRE CANNE;25170.0;29700.0;6.0;0.163;1;96.31;False
100373226;BOUILL MARMI LEGUM 224G KNR;BOUIL.AIDE CULINAIR  0631;25168.0;29700.0;16.0;0.436;14;96.31;False
100103614;NETTOY PIST DEGRAIS SAV MARS 650ML;Nettoy multi usage pistol;25168.0;29700.0;11.0;0.3;5;96.32;False
100010131;GEL WC ANT TARTRE CANARD RF 0900490;GELS WC;25168.0;29700.0;11.0;0.3;8;96.32;False
100198433;YAOURT CREMOR PECHE/POIRE 125G SAPR;YAOURTS STAND AROMATISES;25146.0;29700.0;99.0;2.696;33;96.32;False
100233163;POUB CVCLE 23L NR 6PLB038NR HEIDRUN;POUBELLES EXTERIEUR;25107.0;29625.0;12.0;0.327;12;96.32;False
100409732;BISC FOUR PT PRINCE VANILLE 35G CLE;FOURRES HORS CHOCO;25092.0;29520.0;492.0;13.401;109;96.32;False
100443249;GEL DCHE ALOE VERA 750 ML AMPALFI;Gels dche grd format;25092.0;29610.0;15.0;0.409;15;96.32;False
100568175;BISC MINI CRUNCHIES 110G OREO;COOKIES;25088.0;29600.0;8.0;0.218;7;96.32;False
100625593;SCE BOLOGNAISE 680G CO;SAUCES FROIDES NON E 2803;25085.0;29600.0;5.0;0.136;4;96.33;False
100671491;POUBELLE 5L CARRE BLC 10424/0007;POUBELLE SDB;25084.0;29600.0;4.0;0.109;3;96.33;False
100494057;TROUSSE OXF 123416 MICROFIBRE SCHOO;TROUSSE              3141;25080.0;29590.0;11.0;0.3;10;96.33;False
100448562;GOB BIERE FH X1 BRUN 59CL L7155 ARC;VERRE A BIERE CHOPE;25064.0;29575.0;13.0;0.354;2;96.33;False
100513817;EPICES CHAWARMA SCHT 100G AL RABIH;EPICES LIBANAISES;25016.0;29520.0;12.0;0.327;10;96.33;False
100099456;FARCIKAO CHOCO 280G CT*12 SEREBIS;PATISSERIE INDUSTRIE 2329;25008.0;29510.0;11.0;0.3;8;96.33;False
100631312;MIEL FLRS POT VERRE  500G PXM;MIEL IMPORT;25003.0;29500.0;7.0;0.191;7;96.33;False
100394078;INF DETENTE ET SOMMEIL JB;INFUSION BIEN ETRE;25001.0;29500.0;10.0;0.272;10;96.34;False
024024020;CASSOUL 1/2 DAUCY;CASSOULET;25000.0;29500.0;10.0;0.272;9;96.34;False
100560637;BOITE HERMETIQUE VERRE RONDE5040492;BOITE PLAST ALIM RONDE;25000.0;29500.0;5.0;0.136;2;96.34;False
100588738;CREME DEPI HOMME PN 200ML VEET;depilatoires;25000.0;29500.0;5.0;0.136;5;96.34;False
100445112;VIN LIBAN BLC DOM DS TOURELLES 2023;AUTRES VINS ETRANGERS;25000.0;29500.0;5.0;0.136;4;96.34;False
100586098;CR DEPIL PR HOMME PS 200ML VEET;depilatoires;25000.0;29500.0;5.0;0.136;4;96.34;False
100690652;CREPIERE D28CM M12 KC2611;CREPIERES            1134;25000.0;29500.0;5.0;0.136;4;96.34;False
100697695;ACID MUR 4L SC;blancs prod chaussures;25000.0;25000.0;8.0;0.218;6;96.34;False
100483637;CEREALES INF MAIS BTE 350G/300G NUT;CEREALE ENFANT BOITE;24956.0;27200.0;17.0;0.463;16;96.35;False
100576159;DENT EXTRA FRESH GEL 40G ORAL B;dentifrices tubes;24943.0;29450.0;41.0;1.117;24;96.35;False
100541623;GEL DCHE MAND CITRON BIO 250ML LPM;Gels dche format classiqu;24940.0;29430.0;12.0;0.327;12;96.35;False
100074958;BISC THE 350G LU;BISC SEC BEUR/PALET/GALET;24937.0;29425.0;11.0;0.3;6;96.35;False
100649941;AST DESS FIDJI BL D20CM CER. 188981;ASS DESSERT DECOREE;24928.0;29405.0;30.0;0.817;8;96.35;False
100246930;BISC MENTI BIEN CHOC LT 150G CO;BISCUIT NAPPE CHOCO;24918.0;29400.0;12.0;0.327;12;96.35;False
100053380;GEL NETTOY  MOUSS 150ML NIVEA;nettoyant:cr gommante vis;24918.0;29400.0;6.0;0.163;6;96.35;False
100365771;FRAISE 450G CO;FRUITS SURGELES & DERIVES;24916.0;29400.0;10.0;0.272;9;96.36;False
100579374;IMPERMEABLE PONCHO IS-204 AMPEX GLO;PARAPLUIES IMPERMEABLES;24916.0;29400.0;4.0;0.109;1;96.36;False
100653093;BISC GAUF QUAD GINGER-CHOC 250G L E;GAUFRETTES FOUREES AUTRES;24915.0;29400.0;13.0;0.354;13;96.36;False
100247342;THON ENT HUIL LIS 80GX3 CO;THON ENTIER HUILE;24913.0;29400.0;7.0;0.191;7;96.36;False
100634781;CHAISE ENFT DECO LICORN 161973-303;CHAISE DE SALLE A MANGER;24912.0;29400.0;8.0;0.218;8;96.36;False
100326850;EPICES AIL&FINES HERBES 24G DUCROS;EPICES SIMPLES       1334;24912.0;29400.0;12.0;0.327;9;96.36;False
100533027;CEREALES BLE CHOCO 300G NACIONAL;CEREA.PRET.A CONS (choco);24912.0;29400.0;12.0;0.327;12;96.36;False
100611974;POUDRE PANCAKE MIX SACHT 110G ARUBA;PREP EN POUDRE GATEAUX;24906.0;29400.0;42.0;1.144;11;96.36;False
100649939;AST DESS CER.BL OR D20CM 154850M;ASS DESSERT DECOREE;24876.0;29350.0;25.0;0.681;5;96.37;False
100540092;VINAIGR RIZ 250ML GUAN JI BRAND;VINAI FINS SPECIAUX/ 3373;24863.0;29325.0;23.0;0.626;21;96.37;False
011011095;PATES MACHERONI 500G BARILLA N 44;PATES;24854.0;29325.0;17.0;0.463;11;96.37;False
100021031;GOURDE ISOTH 70CL ASST 10886BL;GOURDES ISOTHERMES   1619;24852.0;29325.0;3.0;0.082;2;96.37;False
100684279;JUS LE FRT PAMPL 1L BRK JOKER;JUS  AUTRES;24829.0;29300.0;8.0;0.218;6;96.37;False
100228463;PIZZA ROYALE 320G PP VIVAGEL;PIZZAS;24825.0;29290.0;11.0;0.3;10;96.37;False
100296293;SERV HYG ULTR NRML AIL PLI X14 CO;hyg fem servt avec ailett;24811.0;29280.0;20.0;0.545;17;96.37;False
100594376;PELLE BALAYETTE CLIPSABLE  POL HOP;accessoires          0011;24791.0;29250.0;13.0;0.354;14;96.38;False
100535878;CTX X3 ASST BLST PLENUS 23498/040;COUTELLERIE DE CUISI 1119;24791.0;29250.0;13.0;0.354;9;96.38;False
100673091;POUPON BOIT PIPI ASST 30CM 4799 AMP;JOUET FILLE          1843;24789.0;29250.0;3.0;0.082;2;96.38;False
100667471;CUBE NEON RS POST-IT 76X76 325FEUIL;POST IT              2494;24786.0;29250.0;9.0;0.245;9;96.38;False
100348102;BONB SS FRUITS 150G CO;PASTILLE/BONB DUR NON ACI;24786.0;29250.0;9.0;0.245;8;96.38;False
100016327;CTX STEAK MCHE PLAS 13CM 238989FLDK;COUTELLERIE A VIANDE;24780.0;29250.0;30.0;0.817;10;96.38;False
100172232;PAIN BELGE ROND  (S2P);PAINS SPECIAUX;24750.0;24750.0;275.0;7.49;148;96.38;False
100435575;EPICE CUMIN MOULU 155G BAYARA;EPICES SIMPLES       1334;24750.0;24750.0;11.0;0.3;11;96.38;False
100501383;MOULE SAVARIN 23CM ACIER J1626145;MOULERIE EN METAL;24744.0;29200.0;4.0;0.109;8;96.39;False
100076746;BOISSON SOJA CALCIUM 1L UHT SOJASUN;BOISS VEGT AROMAT AVEC/SS;24744.0;29200.0;8.0;0.218;7;96.39;False
100576721;CAH ETUD.288P A4 COLLE PC ET288PA A;CAHIER 21X29 300P 5X5 REL;24724.0;29180.0;18.0;0.49;14;96.39;False
100247824;TORTI C RAP 3MIN 500C CO;PATES;24708.0;29150.0;19.0;0.518;16;96.39;False
100465047;DEO MEN PROACT INV 200ML REXONA;deodorants hommes;24706.0;29150.0;11.0;0.3;11;96.39;False
100491093;DENT 0-3ANS 1�RES DENTS 50ML SIGNAL;dentifrices pour enfants;24703.0;29150.0;20.0;0.545;21;96.39;False
100563974;DBL CONC TOM BTE 3X1/2 210G PXM;CONCENTREE DE TOMATE 1041;24663.0;29100.0;18.0;0.49;17;96.39;False
100247025;BONB MENTHE 360G CO;PASTILLE/BONB DUR NON ACI;24663.0;29100.0;9.0;0.245;8;96.4;False
100622403;LOT BOUCH.CHAT POISS 3X400G CO;ALIMENTS HUMIDES CHATS;24662.0;29100.0;8.0;0.218;7;96.4;False
100235884;GEL DCHE DOVE 250ML NUTRI INT;Gels dche format classiqu;24656.0;29090.0;10.0;0.272;10;96.4;False
100503450;STEAKHOUSE 46G SODIREP;MELANGES HERBES EPIC 2051;24639.0;29075.0;10.0;0.272;10;96.4;False
100662512;BONB FRAISE ROLLER 40/8 20G FINI;BONBONS GELIFIE ACIDULE;24638.0;29100.0;97.0;2.642;50;96.4;False
100474237;GRAINES DE TOURNESSOL 200G BAYARA;FRUITS SECHES;24629.0;29070.0;23.0;0.626;14;96.4;False
100644163;PAIN DE MIE GM 650g MIE DOREE;PAINS SPECIAUX;24600.0;24600.0;14.0;0.381;14;96.4;False
100387897;SAUCISSE POULET AFRICA 34GX10;PAVES VIANDE & VOLAILLES;24584.0;29010.0;23.0;0.626;13;96.4;False
100186385;CHORIZO EXT TR GD DOBLON 80G CAMPOF;CHORIZO              0893;24581.0;29010.0;15.0;0.409;9;96.41;False
100540172;NOUILLE PORC 110G YATO;NOUILLES;24580.0;29000.0;20.0;0.545;14;96.41;False
100670220;PETILL POM FRAIS 0% HAPPY BUL;PETILLANTS AROMATISES;24580.0;29000.0;10.0;0.272;9;96.41;False
100643786;SHAKER SPORT  700ML 3AST 8DL000080;GOURDE NON ISOLEE;24576.0;29000.0;8.0;0.218;6;96.41;False
100599864;POUB PED 3L STD ECOHOME 4470038;POUBELLES INTERIEUR CUISI;24576.0;29000.0;4.0;0.109;4;96.41;False
100538648;FOUR ELECT 10L 850W DL-D009 TOUCH;FOUR ELECTRIQUE;24576.0;29000.0;1.0;0.027;3;96.41;False
100233277;POUB BASCULE 18L OG 6PLB301OA;POUBELLES INTERIEUR CUISI;24576.0;29000.0;6.0;0.163;5;96.41;False
100632622;SAC ISOTHERM 24L POGBA TPX-5507;SAC ISOTHERME        2760;24576.0;29000.0;1.0;0.027;1;96.41;False
100377305;LAMP SOLAIR 3W+CHRGUSB1A+3AMP AT999;OUTILS ELECTRO PORTA 2255;24576.0;29000.0;1.0;0.027;1;96.42;False
100487647;GEL DCHE AMANDE DOUCE 250ML OE;Gels dche format classiqu;24574.0;29000.0;13.0;0.354;12;96.42;False
100605956;INF SAV VANIL 20SCH BIO 30G LA TISA;INFUSION MELANGE FEUILLES;24573.0;28995.0;8.0;0.218;7;96.42;False
100497890;CHOC NR LIGN GOURMANDE 100G POULAIN;CHOCOLAT NOIR NATURE;24572.0;29000.0;14.0;0.381;8;96.42;False
100635137;CHIPS ARO VINAIGRE 135G CO;CHIPS AROMATISEES;24572.0;29000.0;11.0;0.3;10;96.42;False
100107518;RILLETTE THON DR 125G PETIT NAVIRE;SPECIALITES          2924;24558.0;28975.0;15.0;0.409;9;96.42;False
100528904;BISC MY COOKE TRADITION 150G NACION;COOKIES;24548.0;28975.0;19.0;0.518;4;96.42;False
100226633;FRR FRAISE RONDE 250G AV;FRR FRAISES;24543.0;28960.0;4.0;0.109;3;96.43;False
